,station,state,country,lat,lon,timezone,elev,HDD,CDD,ClimateZone,design_cooling_T,design_heating_T,1,2,3,4,5,6,7,8,9,10,11,12
039800,MALIN,-,IRL,55.37,-7.33,0.0,25.0,3042,476,5C - cool marine,17.8,2.4,5.8125,5.89851190476191,6.688709677419348,8.049027777777779,9.707526881720431,12.203749999999996,14.193548387096781,14.183736559139794,12.926388888888884,10.81263440860215,8.618194444444441,6.605376344086011
040300,REYKJAVIK,-,ISL,64.13,-21.9,0.0,61.0,4916,65,6A/B - cold,14.0,-7.0,0.2651881720430109,-0.8319940476190478,0.05927419354838719,2.5820833333333337,6.552419354838712,9.097638888888886,10.753225806451615,10.689650537634405,7.602222222222218,4.819086021505377,1.7375000000000003,0.6037634408602149
061800,COPENHAGEN,-,DNK,55.63,12.67,1.0,5.0,3562,713,5C - cool marine,22.7,-4.941,1.4806451612903204,0.18422619047619065,2.9491935483870986,6.237222222222225,11.45403225806452,14.669583333333328,16.581317204301076,16.94986559139785,12.302083333333329,9.688440860215058,5.120000000000004,1.5983870967741949
062400,AMSTERDAM,-,NLD,52.3,4.77,1.0,-2.0,2971,903,4C - mixed marine,25.240999999999985,-2.8,4.200672043010753,3.7014880952380946,5.319623655913977,8.448888888888899,12.734811827957003,15.197638888888898,16.911962365591375,17.14139784946239,14.40625,10.850403225806444,6.492499999999999,4.4377688172043035
062800,GRONINGEN,-,NLD,53.13,6.58,1.0,4.0,3279,764,5C - cool marine,24.0,-6.1,2.718145161290322,2.1980654761904748,4.759543010752693,8.176527777777775,11.729301075268822,14.361944444444447,15.893548387096747,16.684408602150544,13.290972222222225,10.241666666666669,5.55763888888889,3.3834677419354855
063800,BEEK,-,NLD,50.92,5.78,1.0,116.0,2975,1016,4C - mixed marine,26.440999999999985,-3.3,3.3294354838709648,2.474255952380948,5.678763440860211,8.875000000000016,13.10672043010753,15.20486111111111,18.853360215053755,18.26196236559139,14.652500000000007,10.602419354838718,6.424722222222227,3.6755376344086037
064070,OOSTENDE,-,BEL,51.2,2.87,1.0,5.0,2846,873,4C - mixed marine,22.6,-2.1,4.708333333333328,3.2741071428571407,6.17822580645162,8.555833333333327,12.4970430107527,14.911666666666676,16.61935483870967,16.89422043010752,14.56180555555556,11.403091397849463,7.160555555555558,5.793413978494622
064510,BRUSSELS,-,BEL,50.9,4.53,1.0,58.0,2911,1009,4C - mixed marine,26.6,-2.7,3.0581989247311823,3.2263392857142854,6.437231182795689,8.89916666666667,12.930645161290313,15.561944444444439,18.42526881720432,17.42970430107528,14.470277777777774,10.92876344086022,6.587638888888891,4.929704301075273
064760,SAINT HUBERT,-,BEL,50.03,5.4,1.0,557.0,3853,565,5C - cool marine,21.7,-8.6,-0.39448924731182483,0.794345238095239,2.6638440860215047,5.073055555555551,10.99529569892472,12.695972222222226,15.423790322580633,15.274193548387094,12.186249999999998,8.931451612903224,3.936250000000007,1.6522849462365579
067000,GENEVA,-,CHE,46.25,6.13,1.0,416.0,2964,1182,4C - mixed marine,28.5,-2.9,1.8237903225806456,2.3805059523809513,5.927284946236562,10.115416666666658,13.40349462365591,16.663055555555548,20.25040322580643,19.875268817204304,15.712638888888884,10.622446236559144,4.683749999999995,2.8400537634408627
071100,BREST,-,FRA,48.45,-4.42,1.0,103.0,2491,832,4C - mixed marine,22.0,1.0,7.215860215053775,6.440922619047622,8.048521505376339,9.511805555555553,12.277284946236563,14.272916666666662,16.397849462365595,16.12688172043009,14.496666666666677,12.016397849462365,9.567361111111106,7.766801075268826
071490,PARIS_ ORLY,-,FRA,48.73,2.4,1.0,96.0,2644,1208,4C - mixed marine,27.0,-2.5,3.8724462365591457,4.156696428571432,6.999865591397851,9.973333333333331,14.328763440860216,16.82444444444444,19.41021505376344,19.65698924731183,15.723055555555542,11.34086021505376,6.42833333333333,4.493413978494625
071800,NANCY,-,FRA,48.68,6.22,1.0,217.0,2977,1069,4C - mixed marine,27.0,-5.0,2.2966397849462346,2.499553571428571,5.182258064516126,9.24902777777778,13.393010752688177,16.253055555555566,19.700403225806454,18.00604838709677,14.788750000000002,10.958736559139782,5.8504166666666695,3.20551075268817
071900,STRASBOURG,-,FRA,48.55,7.63,1.0,154.0,2947,1162,4C - mixed marine,27.940999999999985,-6.0,2.2552419354838698,1.8316964285714288,5.892338709677419,10.05125,14.35887096774193,17.439999999999998,18.94744623655913,19.2385752688172,14.80805555555556,10.791129032258068,4.697083333333331,2.6240591397849458
072220,NANTES,-,FRA,47.17,-1.6,1.0,27.0,2254,1310,4C - mixed marine,27.0,-1.5,6.529032258064519,5.723809523809526,8.521774193548383,10.667361111111108,14.58252688172043,16.864999999999977,19.08158602150537,19.5084677419355,16.798611111111118,13.015860215053754,8.29833333333334,6.7989247311828
072800,DIJON,-,FRA,47.27,5.08,1.0,227.0,2839,1210,4C - mixed marine,27.640999999999984,-4.0,2.16478494623656,2.569345238095237,6.4534946236559145,9.517222222222223,13.774462365591393,17.022777777777772,20.14865591397851,19.795564516129026,15.73125,10.779435483870964,5.761249999999995,3.696102150537635
074600,CLERMONT-FERRAND,-,FRA,45.78,3.17,1.0,330.0,2594,1363,4C - mixed marine,29.0,-5.6,3.6301075268817207,4.047619047619049,7.993817204301076,9.683888888888887,14.337231182795696,16.990277777777774,20.533064516129038,19.894220430107527,15.934861111111097,12.49583333333334,6.306666666666663,4.7584677419354815
074810,LYON,-,FRA,45.73,5.08,1.0,240.0,2539,1482,4C - mixed marine,30.0,-4.0,3.1569892473118277,3.4747023809523805,8.062903225806455,10.77249999999999,15.359408602150538,19.06458333333332,21.463575268817213,20.511021505376338,16.352500000000003,12.865322580645183,7.12458333333333,3.60537634408602
075100,BORDEAUX,-,FRA,44.83,-0.7,1.0,61.0,2007,1609,4A/B - mixed,30.040999999999986,-3.0,6.808064516129028,6.223511904761903,9.114650537634422,12.037361111111105,15.88145161290323,18.702500000000008,20.855107526881728,20.800672043010742,17.90833333333334,13.779032258064511,9.475416666666678,6.55577956989248
076430,MONTPELLIER,-,FRA,43.58,3.97,1.0,6.0,1692,2111,3C - warm marine,31.0,-1.0,7.436424731182793,7.356845238095239,10.358870967741936,13.22930555555556,16.86922043010752,20.93819444444443,23.983333333333356,23.523387096774197,19.983194444444443,15.44018817204302,10.56916666666667,7.579301075268814
076500,MARSEILLE,-,FRA,43.45,5.23,1.0,36.0,1734,2105,3C - warm marine,30.1,-1.0,6.632123655913977,6.876041666666662,9.962903225806452,13.273888888888889,17.353091397849465,20.875416666666666,24.478494623655912,24.112634408602144,20.14291666666666,15.012096774193552,10.65805555555555,7.981048387096765
076900,NICE,-,FRA,43.65,7.2,1.0,10.0,1454,2148,3C - warm marine,28.0,4.7,8.799731182795714,8.737499999999999,11.455241935483869,13.053611111111106,17.473924731182784,20.572083333333346,23.844758064516153,23.92446236559143,20.875138888888884,16.158064516129027,11.772916666666651,9.11465053763441
080010,La Coruna,-,ESP,43.37,-8.42,1.0,67.0,1487,1559,3C - warm marine,23.9,6.7,10.245967741935493,10.4953869047619,11.297983870967723,12.137083333333322,14.109139784946267,16.4473611111111,18.41048387096775,18.854838709677445,18.10833333333333,15.74838709677418,12.65430555555557,10.910349462365579
080080,Lugo,-,ESP,43.25,-7.48,1.0,259.0,2496,937,4C - mixed marine,25.0,0.6,5.84838709677418,6.539880952380959,7.800940860215048,9.50916666666666,11.742069892473117,14.89250000000001,17.201612903225794,17.45483870967742,15.96277777777779,12.536290322580653,8.60611111111111,6.299462365591402
080150,Oviedo,-,ESP,43.34,-5.87,1.0,339.0,2018,1192,4C - mixed marine,24.4,2.8,7.5530913978494585,8.543601190476192,9.44475806451612,10.255416666666669,12.750403225806435,15.78624999999999,17.99610215053765,18.265188172043008,17.390138888888885,14.0470430107527,10.409305555555537,8.69475806451613
080230,SANTANDER,-,ESP,43.47,-3.82,1.0,40.0,1369,1846,3C - warm marine,24.640999999999984,5.3,9.953360215053774,10.715922619047612,11.406854838709679,12.323749999999988,15.386559139784952,16.739583333333343,19.915994623655926,20.450940860215045,19.38347222222222,16.333736559139773,13.439861111111112,11.49516129032259
080270,San Sebastian,-,ESP,43.3,-2.05,1.0,259.0,1909,1316,3C - warm marine,23.9,4.4,7.9563172043010635,8.500297619047608,9.356720430107524,10.65777777777779,13.501209677419359,16.140416666666646,18.392876344086,18.67069892473114,17.953333333333305,15.199193548387063,10.95236111111111,8.549596774193573
080440,Pontevedra,-,ESP,42.43,-8.65,1.0,256.0,1328,1868,3C - warm marine,27.199999999999996,5.6,9.952419354838728,10.708333333333329,11.905510752688183,13.590972222222215,15.395026881720412,18.838888888888878,20.705107526881733,20.54663978494624,19.092777777777787,16.149059139784935,12.56333333333334,10.255779569892464
080480,Orense,-,ESP,42.33,-7.86,1.0,256.0,1684,1781,3C - warm marine,30.6,2.8,7.360349462365593,9.304464285714268,10.741397849462363,12.394583333333326,15.248521505376345,19.300277777777772,21.8971774193548,21.65094086021505,19.76222222222223,14.951612903225818,10.582083333333342,8.24341397849462
080550,Leon,-,ESP,42.59,-5.65,1.0,363.0,2749,1115,4C - mixed marine,28.300000000000004,-1.1,3.0947580645161286,4.428422619047621,6.5877688172042985,8.55222222222222,12.099731182795708,16.35416666666668,19.648924731182813,19.100806451612897,16.7476388888889,11.752956989247314,6.803888888888877,3.818682795698924
080720,Palencia,-,ESP,42.01,-4.54,1.0,263.0,2463,1313,4C - mixed marine,28.300000000000004,0.6,4.148252688172044,5.604613095238095,7.471102150537636,9.441527777777782,13.050403225806468,17.18194444444445,20.649462365591404,20.312096774193545,17.904999999999994,13.040053763440845,7.605138888888868,4.408467741935491
080750,Burgos,-,ESP,42.36,-3.62,1.0,312.0,2990,953,4C - mixed marine,27.199999999999996,-1.6999999999999997,2.603360215053763,3.901785714285715,5.731182795698923,7.6408333333333305,11.148118279569896,15.004583333333342,18.403897849462382,18.310618279569898,15.833333333333321,11.110080645161277,5.842916666666668,3.2133064516129037
080800,Vitoria,-,ESP,42.85,-2.64,1.0,82.0,2551,1066,4C - mixed marine,25.6,0.6,4.607661290322568,5.958035714285717,7.19422043010753,9.188055555555565,12.453360215053767,15.585833333333314,18.331451612903205,18.546774193548366,16.544305555555546,12.753091397849452,7.509722222222219,4.97163978494623
080840,Logrono,-,ESP,42.45,-2.33,1.0,363.0,2003,1659,4A/B - mixed,30.0,1.6999999999999997,5.7572580645161215,7.299404761904772,9.357526881720423,11.503194444444453,15.100940860215053,18.95277777777778,22.152956989247325,21.808602150537624,19.19777777777778,14.445295698924742,9.14583333333334,6.292338709677409
080940,Huesca,-,ESP,42.08,-0.33,1.0,180.0,2096,1754,4A/B - mixed,31.1,0.6,4.687096774193547,6.649553571428571,9.051344086021503,11.342361111111114,15.314381720430102,19.539027777777775,23.263709677419357,22.71129032258064,19.716805555555585,14.565456989247284,8.74944444444444,5.254301075268825
081300,Zamora,-,ESP,41.5,-5.91,1.0,82.0,2285,1496,4C - mixed marine,30.6,0.0,4.308064516129037,6.298809523809521,8.264381720430112,10.447222222222214,14.000806451612908,18.454722222222227,21.752822580645145,21.298118279569884,18.650555555555567,13.4173387096774,8.064444444444439,4.84959677419356
081410,Valladolid,-,ESP,41.65,-4.77,1.0,735.0,2376,1431,4C - mixed marine,31.1,0.0,4.1037634408602175,6.111309523809517,8.082392473118276,9.864861111111118,13.253225806451605,18.00902777777779,21.533602150537643,21.3010752688172,18.631527777777777,12.860752688172047,7.664305555555566,4.833736559139785
081480,Soria,-,ESP,41.77,-2.48,1.0,82.0,2872,1087,4C - mixed marine,29.104999999999926,-1.6999999999999997,2.901344086021506,3.9650297619047605,5.842338709677418,7.951805555555557,11.745295698924728,16.113055555555526,19.90793010752688,19.55040322580644,16.505277777777756,11.3212365591398,6.154027777777783,3.37862903225806
081600,Zaragoza,-,ESP,41.67,-1.02,1.0,158.0,1788,2022,3C - warm marine,32.2,1.1,6.194354838709679,8.00148809523809,10.25725806451612,12.801388888888884,16.78602150537636,21.040694444444444,24.302016129032253,23.806720430107514,20.663194444444425,15.402553763440867,9.73416666666668,6.504435483870974
081710,Lerida,-,ESP,41.63,0.6,1.0,263.0,1819,2086,3C - warm marine,32.2,1.6999999999999997,5.508333333333338,7.797619047619053,10.307795698924728,13.032222222222229,17.09408602150537,21.182638888888896,24.562231182795713,23.98306451612901,21.08944444444443,15.705645161290345,9.182500000000005,5.749596774193557
081760,Tarragona,-,ESP,40.82,0.49,1.0,82.0,1094,2664,3A/B - warm,31.699999999999996,5.6,10.033064516129024,11.301041666666663,13.052284946236558,15.25277777777779,18.396639784946252,22.209305555555538,25.332526881720476,25.29946236559139,22.748750000000015,18.359139784946244,13.496249999999995,10.664516129032261
081810,Barcelona,-,ESP,41.28,2.07,1.0,6.0,1419,2070,3C - warm marine,28.300000000000004,3.8999999999999995,8.802956989247308,9.548809523809526,11.052688172043016,12.852222222222231,15.950537634408615,19.70499999999999,22.863037634408634,23.010618279569904,21.052361111111153,17.095026881720454,12.476249999999972,9.643548387096782
081840,Gerona,-,ESP,41.9,2.77,1.0,129.0,1808,1782,3C - warm marine,30.6,1.6999999999999997,6.772311827956992,7.854315476190467,9.749596774193549,11.60277777777777,15.350806451612913,19.441111111111123,22.763709677419346,22.40174731182795,19.933611111111134,15.236290322580643,10.252638888888894,7.693817204301084
082020,Salamanca,-,ESP,40.95,-5.5,1.0,795.0,2499,1322,4C - mixed marine,30.0,-1.1,3.740053763440854,5.337797619047619,7.341935483870956,9.646805555555561,13.39650537634408,17.820416666666667,21.002956989247323,20.309408602150555,17.504166666666666,12.341801075268815,6.994444444444448,4.093145161290324
082100,Avila,-,ESP,40.66,-4.7,1.0,664.0,2897,1066,4C - mixed marine,27.800000000000004,-1.6999999999999997,3.1323924731182777,3.9958333333333322,5.64287634408603,7.6016666666666755,11.501612903225816,16.02833333333331,19.857258064516124,19.390725806451602,16.498333333333342,11.16344086021504,6.037638888888889,3.394354838709674
082130,Segovia,-,ESP,40.95,-4.13,1.0,795.0,2527,1388,4C - mixed marine,29.4,0.0,4.061021505376348,5.204315476190466,7.109139784946241,9.140138888888895,13.105376344086023,17.683888888888884,21.642876344086,21.20873655913975,17.901388888888896,12.645295698924736,7.254444444444439,4.254973118279576
082210,MADRID,-,ESP,40.45,-3.55,1.0,582.0,1964,2056,3C - warm marine,35.0,-1.8000000000000003,5.55497311827957,6.8961309523809495,10.020161290322575,11.727222222222222,16.90766129032259,20.617499999999996,25.525537634408582,24.673118279569913,20.08055555555557,14.168413978494625,9.436666666666673,5.862231182795705
082260,Guadalajara,-,ESP,40.63,-3.16,1.0,608.0,2035,1783,4A/B - mixed,32.8,0.6,5.50241935483871,6.762648809523816,8.74448924731183,11.56083333333333,15.256586021505388,19.78986111111112,23.48077956989244,22.801209677419397,19.467500000000005,14.149596774193554,9.018749999999995,5.948252688172048
082310,Cuenca,-,ESP,40.07,-2.14,1.0,200.0,2422,1490,4C - mixed marine,31.1,-1.1,4.2411290322580655,5.187202380952378,7.399865591397842,9.640555555555554,13.607930107526888,18.23958333333332,22.39045698924733,22.089516129032262,18.600277777777745,12.94099462365589,7.647361111111109,4.759139784946237
082350,Teruel,-,ESP,40.34,-1.1,1.0,82.0,2581,1305,4C - mixed marine,30.6,-1.6999999999999997,3.768548387096772,4.806249999999995,6.764247311827966,9.25375,12.573252688172039,17.535555555555575,21.27016129032258,20.63091397849462,17.912222222222237,12.119354838709684,7.014722222222228,4.461827956989245
08250,Bilbao,-,ESP,43.3,-2.93,1.0,298.0,1612,1596,3C - warm marine,26.7,3.8999999999999995,8.855779569892468,9.645982142857138,10.392741935483869,11.74680555555557,14.610080645161284,17.345555555555578,19.70228494623657,19.85322580645162,18.812499999999975,15.994354838709679,11.798472222222214,9.5483870967742
082610,Caceres,-,ESP,39.47,-6.33,1.0,405.0,1458,2426,3C - warm marine,34.104999999999926,3.3,7.814381720430111,9.245089285714283,11.68924731182796,12.988194444444431,16.602150537634426,22.247083333333325,26.093548387096753,25.44112903225808,23.590138888888852,17.436693548387108,11.996388888888879,8.8465053763441
082720,Toledo,-,ESP,39.88,-4.05,1.0,529.0,1683,2312,3C - warm marine,35.0,1.1,6.104704301075272,8.138839285714285,10.936424731182795,12.747083333333336,16.805376344086014,22.490138888888882,26.487365591397882,25.74005376344087,22.644166666666667,16.19946236559139,10.697777777777784,7.149462365591398
082800,Albacete,-,ESP,38.95,-1.85,1.0,704.0,2126,1795,4A/B - mixed,33.9,-0.6,4.966532258064518,6.35059523809524,8.497177419354838,10.900000000000006,15.255913978494625,19.95597222222221,24.039381720430118,23.665591397849468,20.0147222222222,14.109274193548409,8.537777777777784,5.304973118279564
082840,Valencia,-,ESP,39.5,-0.47,1.0,62.0,1101,2499,3C - warm marine,30.0,5.0,10.394892473118283,11.422916666666662,12.553360215053754,14.456250000000008,17.35403225806454,21.106944444444466,23.99556451612902,24.454704301075274,22.292777777777776,18.27365591397849,13.700277777777766,10.904301075268819
082860,Castellon,-,ESP,39.95,-0.07,1.0,82.0,1111,2507,3A/B - warm,30.6,4.4,10.058602150537638,11.130803571428572,12.653763440860207,14.165,17.205779569892485,21.265694444444435,24.145967741935493,24.449596774193544,22.344861111111065,18.292473118279545,13.546527777777785,11.170026881720425
083060,PALMA,-,ESP,39.55,2.73,1.0,8.0,1214,2548,3A/B - warm,31.0,1.0,9.382930107526876,10.89687499999999,10.79260752688172,13.533611111111112,17.51841397849463,21.19652777777778,25.415053763440877,25.138037634408597,22.411388888888883,18.747311827956988,13.96458333333333,11.0029569892473
083300,Badajoz,-,ESP,38.88,-6.81,1.0,350.0,1331,2450,3C - warm marine,35.0,3.8999999999999995,8.654838709677405,10.106249999999985,12.036827956989248,14.180138888888882,17.899327956989264,22.26416666666667,25.303897849462345,24.998790322580643,22.55361111111112,17.44381720430108,12.149583333333315,8.952688172043016
083600,Alicante,-,ESP,38.37,-0.5,1.0,31.0,856,2888,3A/B - warm,32.8,5.6,11.6029569892473,12.35074404761905,13.751478494623631,15.651388888888883,18.594354838709677,22.160694444444434,25.026747311827975,25.501747311827984,23.186666666666632,19.151209677419345,14.955138888888902,12.10658602150539
083830,Huelva,-,ESP,37.26,-6.95,1.0,35.0,747,3056,3A/B - warm,32.2,6.7,12.165994623655903,12.757589285714285,14.435752688172034,16.533055555555567,19.18024193548384,22.16527777777778,25.250268817204347,25.6962365591398,23.662777777777784,20.00846774193547,15.358611111111122,12.464919354838687
083910,Sevilla,-,ESP,37.42,-5.9,1.0,31.0,927,3031,3A/B - warm,36.7,5.0,10.654301075268807,11.903571428571427,14.0154569892473,16.038055555555577,19.597177419354832,23.446388888888876,26.852284946236566,26.79314516129031,24.411944444444426,19.496370967741946,14.2575,11.1154569892473
084100,Cordoba,-,ESP,37.84,-4.85,1.0,51.0,1120,2798,3A/B - warm,37.2,3.8999999999999995,9.53158602150539,10.863690476190488,13.053360215053774,15.19777777777778,19.229301075268822,23.15458333333333,26.891801075268816,26.752284946236564,23.73722222222224,18.455376344086016,12.898750000000003,9.688709677419354
