,station,state,country,lat,lon,timezone,elev,HDD,CDD,ClimateZone,design_cooling_T,design_heating_T,1,2,3,4,5,6,7,8,9,10,11,12
545110,BEIJING,-,CHN,39.8,116.47,8.0,32.0,2750,2320,4A/B - mixed,32.7,-8.0,-2.942876344086021,0.01354166666666656,6.108870967741934,14.318055555555564,20.36801075268816,25.159444444444432,26.399731182795687,24.999059139784926,20.37486111111112,13.72379032258064,4.834444444444442,-0.4603494623655913
545270,Tianjin,Tianjin,CHN,39.08,117.07,8.0,2.5,2734,2349,4A/B - mixed,32.3,-9.1,-2.3592741935483894,-1.6124999999999996,6.804301075268817,14.410416666666666,20.680107526881724,24.20333333333333,26.12446236559137,25.54112903225804,20.734166666666653,14.363037634408602,5.331388888888886,-0.6137096774193552
545390,Leting,Hebei,CHN,39.43,118.88,8.0,10.0,3049,2000,5A/B - cool,30.140999999999984,-10.7,-4.386962365591397,-1.7440476190476166,5.468413978494622,12.338750000000015,17.9983870967742,21.526527777777776,25.5986559139785,24.66922043010748,19.56652777777777,12.3037634408602,4.128611111111109,-1.7166666666666694
546060,Raoyang,Hebei,CHN,38.23,115.73,8.0,19.0,2746,2375,4A/B - mixed,34.3,-9.5,-3.851344086021507,1.3498511904761907,5.339112903225808,14.68152777777778,20.29771505376345,25.626527777777774,26.80766129032259,25.27338709677422,20.183055555555555,13.46276881720429,5.785277777777777,-0.31653225806451646
546620,Dalian,Liaoning,CHN,38.9,121.63,8.0,91.5,3072,1902,5A/B - cool,27.6,-11.1,-4.0182795698924725,-2.471726190476192,3.258870967741935,10.864027777777777,16.133064516129032,20.47208333333331,23.102822580645153,24.629301075268856,20.671111111111124,14.280510752688183,5.91958333333334,-0.856720430107527
547250,Huimin Xian,Shandong,CHN,37.48,117.53,8.0,11.7,2667,2358,4A/B - mixed,33.6,-7.700000000000001,-2.299059139784948,-0.7171130952380949,7.144758064516123,13.809861111111127,20.351612903225828,24.48680555555554,26.9361559139785,25.465994623655877,21.111249999999977,14.144489247311835,6.647916666666662,0.17526881720430024
547530,Longkou,Shandong,CHN,37.62,120.32,8.0,4.8,2696,2143,4A/B - mixed,30.340999999999987,-6.9,-2.299059139784947,-0.10803571428571423,4.329973118279566,12.129444444444434,17.805241935483892,22.5738888888889,25.068817204301077,25.12177419354836,21.00458333333332,15.154435483870992,6.779861111111117,1.8151881720430114
547760,Chengshantou,Shandong,CHN,37.4,122.68,8.0,47.7,2759,1716,4A/B - mixed,26.0,-6.0,-1.040725806451613,0.7302083333333327,3.9681451612903245,8.072777777777778,14.359274193548394,18.23430555555555,22.05698924731182,23.682123655913987,20.79111111111112,15.722446236559133,8.363472222222228,3.2076612903225783
548080,Chaoyang,Shandong,CHN,36.23,115.67,8.0,37.8,2592,2387,4A/B - mixed,33.94099999999999,-8.7,-2.0331989247311815,0.5937500000000009,7.4517473118279645,14.506944444444459,19.590860215053763,25.860138888888883,26.96733870967742,25.248790322580653,20.343611111111077,13.75900537634408,7.51833333333334,-0.059139784946236444
548230,Jinan,Shandong,CHN,36.6,117.05,8.0,170.3,2247,2712,4A/B - mixed,33.6,-6.840999999999999,-0.43924731182795784,3.0921130952380955,9.215860215053764,15.763611111111107,21.75282258064516,26.53597222222225,26.952150537634385,26.50510752688172,22.459027777777806,16.514919354838714,8.489722222222216,1.3092741935483871
548430,Weifang,Shandong,CHN,36.75,119.18,8.0,22.2,2795,2182,4A/B - mixed,32.8,-9.6,-3.6302419354838675,-0.4017857142857142,5.516397849462358,13.012361111111108,18.577284946236578,23.62041666666668,25.787634408602152,25.000268817204308,20.267777777777756,14.314381720430104,6.235972222222218,-0.21008064516129019
549160,Yanzhou,Shandong,CHN,35.57,116.85,8.0,51.7,2470,2367,4A/B - mixed,33.34099999999998,-6.741,-0.6981182795698933,1.8084821428571434,7.805779569892472,14.159444444444425,20.04301075268816,24.753055555555576,26.55013440860215,25.3556451612903,20.998055555555563,14.646370967741936,7.127083333333339,0.582661290322581
549360,Juxian,Shandong,CHN,35.58,118.83,8.0,107.4,2614,2141,4A/B - mixed,31.4,-7.6,-0.8495967741935487,1.168452380952381,6.407661290322585,13.003749999999991,18.55376344086023,23.013194444444455,25.970026881720447,24.55900537634409,19.68694444444443,13.95201612903227,6.962083333333322,0.6153225806451609
555910,Lhasa,Tibet,CHN,29.67,91.13,8.0,3648.9,3550,733,5C - cool marine,24.1,-8.9,-1.4715053763440866,1.8854166666666674,4.382795698924735,8.830277777777788,12.528225806451616,16.4138888888889,15.730645161290306,15.168279569892482,13.135138888888891,9.355241935483875,3.9300000000000006,-0.573924731182796
557730,PAGRI,-,CHN,27.73,89.08,8.0,4301.0,6394,0,7 - very cold,12.3,-17.7,-9.147580645161291,-6.1867559523809526,-3.194220430107527,-0.8690277777777764,3.9737903225806446,7.19930555555556,8.162768817204299,7.635752688172042,6.246944444444437,1.893279569892473,-2.4018055555555544,-7.926478494623657
560040,Tuotuohe,Qinghai,CHN,34.22,92.43,8.0,4533.1,7937,6,8 - subarctic/arctic,16.8,-24.9,-15.773790322580636,-12.383184523809524,-8.936424731182791,-4.202777777777773,0.5924731182795702,5.482083333333331,7.379032258064515,7.274327956989252,3.0990277777777795,-2.6922043010752694,-10.623055555555554,-14.73266129032258
560210,Qumarleb,Qinghai,CHN,34.13,95.78,8.0,4175.0,7270,31,8 - subarctic/arctic,17.440999999999985,-25.4,-14.029704301075265,-9.769940476190477,-6.459005376344082,-2.3198611111111114,3.404032258064517,6.317083333333336,8.699462365591389,8.397849462365587,5.497083333333335,-0.7028225806451605,-9.850972222222246,-12.738844086021514
560290,Yushu,Qinghai,CHN,33.02,97.02,8.0,3681.2,5286,237,7 - very cold,21.6,-17.2,-7.220430107526888,-4.230059523809523,0.35470430107526874,3.1443055555555577,8.06747311827957,11.437083333333346,12.669086021505377,12.58763440860215,9.869166666666667,4.0665322580645125,-1.743055555555555,-7.279973118279574
560330,Madoi,Qinghai,CHN,34.92,98.22,8.0,4272.3,7653,12,8 - subarctic/arctic,15.5,-24.1,-15.349462365591368,-10.736458333333326,-8.1467741935484,-3.5036111111111103,1.8860215053763432,5.086666666666669,8.07405913978493,7.398387096774182,4.210972222222218,-3.185215053763441,-8.16597222222222,-13.632930107526871
560460,Darlag,Qinghai,CHN,33.75,99.65,8.0,3967.5,6781,32,7 - very cold,17.2,-22.0,-12.810080645161282,-8.284374999999997,-4.5588709677419335,-0.060138888888889595,4.013575268817199,7.2226388888888895,8.913709677419366,8.814381720430093,6.746805555555559,0.3407258064516125,-6.988055555555551,-10.742338709677423
560800,Hezuo,Gansu,CHN,35.0,102.9,8.0,2910.0,5663,233,7 - very cold,20.440999999999985,-18.4,-9.900940860215055,-6.4727678571428555,-1.546102150537633,2.702638888888891,7.674059139784942,10.818333333333346,13.346505376344087,12.082526881720442,8.299166666666672,2.8087365591397835,-2.9688888888888876,-7.60900537634408
560930,Minxian,Gansu,CHN,34.43,104.02,8.0,2315.0,4367,600,6A/B - cold,23.9,-13.0,-5.382795698924733,-3.2578869047619077,2.877956989247312,6.43027777777778,10.970698924731195,13.367361111111116,17.105510752688158,15.327016129032252,11.71694444444444,6.399596774193548,1.7691666666666672,-5.0077956989247365
560960,Wudu,Gansu,CHN,33.4,104.92,8.0,1079.1,1919,2213,3C - warm marine,31.699999999999996,-1.9,3.3041666666666645,5.413095238095245,9.490994623655915,15.386111111111106,19.774731182795705,21.963888888888896,24.88481182795701,23.938306451612927,19.31958333333333,14.697849462365612,10.098333333333336,5.049731182795702
561250,Nangqen,Qinghai,CHN,32.2,96.48,8.0,3643.7,5058,306,7 - very cold,22.3,-16.541,-7.243951612903229,-4.108928571428574,0.8473118279569903,4.862638888888892,8.542876344086025,11.77611111111112,12.969354838709688,12.790591397849473,10.541527777777778,5.490322580645159,-1.4522222222222223,-5.820026881720432
561370,Qamdo,Tibet,CHN,31.15,97.17,8.0,3306.0,3851,601,5C - cool marine,24.9,-11.440999999999999,-1.719758064516129,0.904910714285714,4.213575268817206,8.312777777777768,11.737499999999999,14.767777777777779,15.402284946236568,14.827956989247324,11.893472222222229,8.13319892473118,2.2965277777777757,-1.6872311827956994
561460,Garze,-,CHN,31.62,100.0,8.0,3394.0,4489,416,6A/B - cold,21.7,-12.3,-3.2318548387096775,-1.5482142857142855,2.8020161290322583,6.325833333333342,10.2231182795699,13.070138888888899,13.458064516129031,13.845430107526882,10.977083333333335,6.381720430107522,0.5405555555555536,-4.887634408602142
561720,Barkam,Sichuan,CHN,31.9,102.23,8.0,2664.4,3441,734,5C - cool marine,26.6,-9.3,-0.7446236559139776,3.176785714285718,6.447580645161283,9.087361111111099,12.74798387096774,14.998055555555556,16.661424731182784,15.491263440860205,12.65319444444445,9.32580645161289,3.6756944444444453,-0.5885752688172039
561730,Hongyuan,Sichuan,CHN,32.8,102.55,8.0,3491.6,5788,125,7 - very cold,20.3,-19.141,-7.708333333333329,-5.749702380952387,-1.820430107526884,2.8730555555555544,6.0084677419354815,8.891527777777789,11.086021505376335,10.275672043010761,7.967638888888894,3.495833333333334,-2.599027777777776,-7.520026881720433
561820,Songpan,Sichuan,CHN,32.65,103.57,8.0,2850.7,4292,467,6A/B - cold,24.3,-12.440999999999999,-4.135752688172045,-0.25565476190476194,3.1500000000000012,6.997083333333335,9.620698924731188,13.016250000000003,14.835887096774206,14.257930107526889,11.817499999999994,7.124059139784936,1.4944444444444445,-3.328225806451613
561960,Mianyang,Sichuan,CHN,31.45,104.73,8.0,522.7,1518,2731,3A/B - warm,31.6,0.9000000000000001,5.600806451612907,7.853422619047616,10.612903225806445,17.519166666666663,21.362096774193525,24.521250000000006,26.54811827956989,25.459543010752725,21.958888888888882,17.535752688172064,12.354583333333343,6.489112903225802
562470,BATANG,-,CHN,30.0,99.1,8.0,2589.0,1995,1689,3C - warm marine,29.1,-3.641,4.029435483870968,8.373660714285707,11.148118279569896,13.33152777777778,17.742607526881724,20.58208333333333,20.56465053763441,19.206048387096757,17.471527777777776,13.62110215053764,8.272361111111122,4.855510752688174
562570,Litang,Sichuan,CHN,30.0,100.27,8.0,3948.9,5204,142,7 - very cold,19.2,-15.441,-5.295833333333326,-2.904761904761903,-0.16021505376344133,4.27708333333333,7.849596774193556,11.04097222222221,10.976612903225801,10.29072580645162,8.578194444444446,4.573387096774194,-0.8825000000000006,-3.82540322580645
562940,Chengdu,Sichuan,CHN,30.67,104.02,8.0,506.1,1371,2703,3A/B - warm,31.4,2.1590000000000007,5.78252688172043,8.174851190476192,12.774059139784944,16.09944444444445,21.181048387096777,23.835555555555572,25.806586021505364,25.100403225806467,21.529027777777777,17.853763440860202,13.638888888888879,7.086962365591399
563120,Nyingchi,Tibet,CHN,29.67,94.33,8.0,2991.8,3271,699,5C - cool marine,23.5,-6.6,1.0018817204301078,3.091517857142856,6.238037634408601,8.800694444444451,12.473118279569885,14.710277777777783,15.820833333333331,15.499865591397851,13.628750000000004,9.58938172043012,5.655,1.575134408602148
563860,Leshan,Sichuan,CHN,29.57,103.75,8.0,424.2,1248,2836,3A/B - warm,32.0,3.3,7.940188172043008,8.198809523809523,12.236962365591394,17.87638888888889,21.61115591397849,24.125833333333315,25.84099462365589,25.872177419354845,22.389444444444457,18.241397849462363,13.641666666666662,8.245833333333346
564440,Deqen,Yunnan,CHN,28.48,98.92,8.0,3319.0,4420,297,6A/B - cold,20.2,-7.200000000000001,-2.3840053763440867,-0.42247023809523804,1.4986559139784943,4.923472222222219,8.931451612903215,12.01541666666666,13.316666666666666,12.75833333333333,10.357499999999996,6.778629032258069,2.8906944444444433,-0.3881720430107523
564620,Jiulong,Sichuan,CHN,29.0,101.5,8.0,2987.3,3283,696,5C - cool marine,24.2,-7.1,0.903629032258065,3.8343750000000005,6.756317204301081,9.924166666666668,12.519086021505384,14.957638888888882,15.149865591397866,15.278629032258054,13.135833333333325,9.228494623655925,4.7166666666666766,1.4463709677419365
564920,Yibin,Sichuan,CHN,28.8,104.6,8.0,340.8,1043,3073,3A/B - warm,33.2,5.7,8.581720430107522,10.45238095238096,14.108602150537635,18.62555555555556,21.921908602150538,24.198888888888874,27.04059139784942,26.74959677419357,22.898472222222228,18.60107526881719,14.918194444444465,9.373924731182802
565710,Xichang,Sichuan,CHN,27.9,102.27,8.0,1590.9,1013,2639,3A/B - warm,30.640999999999984,3.0,9.793951612903223,12.39404761904763,15.346505376344082,18.704027777777753,21.059811827956985,21.683055555555566,21.9021505376344,22.50430107526879,19.407361111111094,16.83118279569891,13.103888888888875,10.583870967741941
566510,Lijiang,Yunnan,CHN,26.87,100.22,8.0,2392.4,1887,1413,3C - warm marine,24.7,-0.5,6.883198924731183,7.200446428571427,10.849059139784965,13.867361111111103,16.660483870967756,18.23263888888888,18.038709677419355,17.28239247311827,15.51180555555555,14.65712365591397,9.553333333333336,7.088844086021506
566710,HUILI,-,CHN,26.65,102.25,8.0,1788.0,1268,2188,3C - warm marine,27.0,0.45900000000000035,7.8711021505376335,10.783630952380953,14.039381720430102,17.11847222222222,19.637231182795706,21.721249999999998,20.661155913978487,20.70940860215054,18.12569444444444,15.751209677419347,12.162638888888893,8.374327956989248
566910,Weining,Guizhou,CHN,26.87,104.28,8.0,2237.5,2662,1152,4C - mixed marine,24.3,-4.8,2.9762096774193565,4.942113095238095,8.202419354838703,11.09930555555556,14.638575268817217,16.23958333333333,17.413172043010746,17.492473118279552,14.78472222222223,11.664919354838709,7.242638888888884,3.2947580645161287
567390,Tengchong,Yunnan,CHN,25.02,98.5,8.0,1654.6,1175,2082,3C - warm marine,26.0,2.5,8.915860215053767,9.731547619047621,13.078897849462367,16.004166666666627,18.608333333333334,19.70902777777779,19.664381720430093,20.057258064516134,19.510694444444457,17.2448924731183,12.772638888888897,9.963440860215044
567680,Chuxiong,Yunnan,CHN,25.03,101.55,8.0,1824.1,1077,2373,3C - warm marine,27.699999999999996,2.2,8.785752688172048,11.666517857142864,15.471236559139795,18.262777777777778,20.584005376344102,21.109583333333337,20.90994623655914,20.695026881720434,19.065694444444446,16.888172043010734,12.371111111111112,9.585080645161298
567780,Kunming,Yunnan,CHN,25.02,102.68,8.0,1892.4,1224,2147,3C - warm marine,26.0,1.3,8.934139784946236,10.398511904761898,14.93494623655915,17.699166666666674,18.759677419354833,20.068888888888885,20.031720430107526,19.708467741935486,18.180000000000003,16.47594086021506,11.613472222222233,8.413440860215058
569510,Lincang,Yunnan,CHN,23.88,100.08,8.0,1502.4,679,2879,3A/B - warm,28.6,3.1,11.658198924731185,13.035416666666668,17.417204301075277,19.29597222222223,21.15658602150538,21.353333333333325,21.42096774193549,21.766935483870956,20.940694444444457,19.090725806451626,14.706388888888874,11.509811827956991
569540,Lancang,Yunnan,CHN,22.57,99.93,8.0,1054.8,450,3522,2A/B - hot,31.540999999999986,5.0,12.458064516129031,16.022619047619035,18.18534946236559,21.575277777777764,23.234543010752684,23.642916666666668,22.997849462365608,23.461962365591404,22.657638888888922,20.978897849462363,16.6277777777778,13.79193548387097
569640,Simao,Yunnan,CHN,22.78,100.97,8.0,1302.1,496,3139,3A/B - warm,28.940999999999985,6.3,13.203360215053765,15.026041666666677,17.831451612903205,20.27361111111114,21.294086021505365,22.54972222222224,22.02123655913978,21.82405913978492,21.175833333333316,19.14838709677417,15.516527777777794,13.085618279569896
569660,Yuanjiang,Yunnan,CHN,23.6,101.98,8.0,400.9,77,5145,1A/B - very hot,36.2,10.5,16.983870967741954,18.85193452380953,24.094086021505376,25.29305555555556,28.09018817204299,28.92902777777778,28.389247311827994,27.718548387096757,26.73388888888885,24.777150537634416,20.64430555555555,18.31935483870969
569690,Mengla,Yunnan,CHN,21.48,101.57,8.0,631.9,162,4303,2A/B - hot,32.8,9.3,16.1465053763441,17.567559523809546,20.294892473118274,23.363611111111116,25.472043010752675,25.555000000000042,25.084811827957008,24.691397849462383,24.355416666666684,23.11075268817206,19.761388888888877,15.850134408602141
569850,Mengzi,Yunnan,CHN,23.38,103.38,8.0,1300.7,553,3330,3A/B - warm,29.6,6.4,13.499999999999982,14.59092261904762,18.96666666666667,21.50305555555554,22.293010752688193,23.497916666666686,22.84193548387098,22.386021505376345,21.60027777777777,19.258602150537648,15.90680555555555,12.13427419354837
570060,Tianshui,Gansu,CHN,34.58,105.75,8.0,1141.7,2859,1742,4A/B - mixed,30.6,-7.0409999999999995,-1.7674731182795704,0.7680059523809529,6.201747311827954,13.18736111111113,17.294354838709676,20.882638888888888,23.514516129032227,21.87809139784946,17.07777777777779,12.09112903225807,4.722916666666673,-0.7194892473118277
570160,BAOJI,-,CHN,34.35,107.13,8.0,610.0,2369,2290,4A/B - mixed,33.0,-4.0,0.24637096774193556,4.519940476190469,6.838037634408601,14.51208333333334,20.45994623655914,24.155972222222218,26.77661290322582,24.350537634408592,20.017083333333336,14.141129032258075,7.2313888888888895,1.9086021505376345
570360,Xian,Shaanxi,CHN,34.3,108.93,8.0,397.5,2348,2455,4A/B - mixed,33.7,-4.9,-0.3516129032258062,2.2331845238095207,8.06129032258064,15.296249999999988,20.865456989247342,24.73263888888891,26.683064516129043,26.611155913978514,20.313611111111136,14.69879032258062,8.188611111111113,1.33024193548387
570670,Lushi,Henan,CHN,34.05,111.03,8.0,568.8,2646,1994,4A/B - mixed,33.3,-6.641,-0.9561827956989248,1.6873511904761926,6.5491935483870884,13.519722222222223,18.78870967741935,22.11513888888889,24.787768817204302,23.650806451612894,18.410138888888905,12.027419354838715,7.049583333333325,0.5497311827956981
570830,Zhengzhou,Henan,CHN,34.72,113.65,8.0,110.4,2196,2557,4A/B - mixed,33.7,-4.8,1.4689516129032247,3.3586309523809543,8.091129032258065,15.280972222222223,21.49852150537633,25.926388888888887,26.99086021505378,25.68172043010753,21.608611111111124,15.269623655913955,7.490833333333332,2.8525537634408598
571270,Hanzhong,Shaanxi,CHN,33.07,107.03,8.0,509.5,2027,2375,4A/B - mixed,31.300000000000004,-1.8000000000000003,2.04422043010753,5.6005952380952415,9.914247311827959,15.180972222222216,20.458736559139776,23.836249999999982,25.574462365591422,24.629973118279572,20.416249999999977,14.895833333333334,8.576111111111098,3.7370967741935486
571780,Nanyang,Henan,CHN,33.03,112.58,8.0,129.2,2044,2628,4A/B - mixed,32.4,-2.8,1.7600806451612907,5.290327380952384,8.51908602150537,15.493888888888895,21.09005376344085,25.40763888888888,27.198118279569865,26.335080645161305,21.770138888888905,16.02526881720429,8.760833333333334,4.767473118279571
572370,Wanyuan,Sichuan,CHN,32.07,108.03,8.0,674.0,1889,2225,3C - warm marine,32.3,-0.7,4.5181451612903265,5.56949404761905,9.128629032258061,14.732222222222212,19.874865591397846,22.354166666666668,24.91975806451614,24.204435483870995,19.323194444444464,14.644354838709665,10.55930555555556,5.438844086021506
572450,ANKANG/XING'AN,-,CHN,32.72,109.03,8.0,291.0,1745,2646,3A/B - warm,33.0,-0.6,4.251881720430111,5.674107142857141,10.918817204301076,15.859305555555544,21.11962365591394,24.84333333333333,27.095564516129034,26.706182795698926,21.46194444444446,16.56155913978495,10.159444444444446,5.411424731182795
572510,Yunxi,Hubei,CHN,33.0,110.42,8.0,249.1,1965,2615,3A/B - warm,34.3,-3.3,2.4286290322580646,5.676339285714285,8.950940860215052,15.928055555555549,21.585752688172015,25.208750000000034,27.253629032258072,25.620026881720428,21.892638888888893,15.598118279569896,9.17416666666667,4.591263440860212
572650,Laohekou,Hubei,CHN,32.38,111.67,8.0,90.0,1861,2708,3A/B - warm,33.9,-2.5,2.9827956989247295,5.164434523809523,9.145295698924736,15.814583333333333,21.442473118279572,25.34041666666666,27.19596774193551,26.55497311827954,22.39555555555556,16.512365591397867,10.377083333333328,5.3666666666666645
572900,Zhumadian,Henan,CHN,33.0,114.02,8.0,82.7,2071,2657,4A/B - mixed,34.4,-4.5,1.3924731182795693,3.1340773809523834,8.75336021505377,15.416805555555552,21.00860215053763,25.770694444444427,27.12741935483872,26.07392473118282,21.467500000000005,16.28655913978494,10.29902777777777,3.4936827956989287
572970,Xinyang,Henan,CHN,32.13,114.05,8.0,114.5,1939,2641,3A/B - warm,33.2,-3.1,2.682392473118278,5.364285714285715,9.245161290322574,15.860694444444446,21.14959677419355,25.16861111111112,26.95793010752686,25.966801075268823,21.282361111111104,16.35564516129034,9.623472222222224,4.389784946236558
573780,Zhongxiang,Hubei,CHN,31.17,112.57,8.0,65.8,1749,2915,3A/B - warm,33.4,-1.6,3.0501344086021493,5.440773809523807,9.81370967741935,16.50763888888888,21.25067204301075,25.775416666666672,28.377688172043037,27.268279569892496,23.185138888888872,17.959946236559116,11.562083333333337,6.443817204301075
573990,Macheng,Hubei,CHN,31.18,115.02,8.0,59.3,1731,2992,3A/B - warm,35.2,-0.8,3.9723118279569936,5.435714285714289,10.358333333333343,16.269444444444442,22.00147849462366,25.98194444444446,28.85161290322582,28.454435483870995,23.94111111111111,18.20389784946239,11.523055555555546,5.159543010752687
574110,Nanchong,Sichuan,CHN,30.78,106.1,8.0,309.7,1326,2966,3A/B - warm,34.2,2.2,6.97634408602151,7.923958333333339,12.108198924731193,18.64513888888889,22.26572580645162,24.206805555555544,27.391263440860243,27.359677419354846,23.049166666666668,17.65094086021506,13.235138888888901,7.937365591397852
574470,Exi,Hubei,CHN,30.28,109.47,8.0,457.1,1602,2617,3A/B - warm,33.1,0.7,4.738440860215054,7.535416666666671,10.091263440860223,15.750555555555568,21.156854838709684,23.682499999999976,25.909543010752685,26.976344086021484,21.403055555555543,17.048790322580658,12.15055555555558,6.726747311827956
574610,Yichang,Hubei,CHN,30.7,111.3,8.0,133.1,1595,2831,3A/B - warm,33.0,0.6,4.7962365591397855,6.176488095238096,10.33024193548386,16.83013888888887,21.57217741935483,25.343472222222218,26.654973118279578,27.027419354838717,22.799861111111117,17.80013440860215,11.692222222222227,7.615188172043019
574940,Wuhan,Hubei,CHN,30.62,114.13,8.0,23.1,1628,3137,3A/B - warm,35.3,-0.9000000000000001,4.668010752688169,5.405059523809524,11.013172043010751,17.291666666666668,22.009543010752704,26.153888888888886,29.7322580645161,28.629973118279587,24.358888888888877,18.443817204301062,12.230000000000008,6.7264784946236595
575160,Chongqing Shapingba,Chongqing,CHN,29.58,106.47,8.0,259.1,1102,3207,3A/B - warm,34.44099999999999,5.4,8.104166666666657,10.251339285714282,13.736693548387107,18.709305555555563,23.041397849462356,25.17541666666666,28.05752688172041,27.607392473118264,24.15541666666666,18.371102150537617,14.595277777777776,9.255376344086011
575620,Shimen,Hunan,CHN,29.58,111.37,8.0,116.9,1566,2868,3A/B - warm,34.6,0.6,4.773924731182794,7.618601190476196,10.784677419354844,16.458888888888886,21.094623655913978,24.81541666666667,27.730779569892466,26.969354838709698,23.07680555555557,18.192473118279583,12.019027777777781,7.457661290322579
575740,Nanxian,Hunan,CHN,29.37,112.4,8.0,36.0,1586,3013,3A/B - warm,34.4,-0.2,5.309274193548383,5.9375,10.312903225806464,16.812916666666677,21.96868279569892,25.451111111111135,29.321908602150554,28.21196236559138,23.26138888888891,18.46021505376345,12.749305555555543,7.372580645161292
576020,Luzhou,Sichuan,CHN,28.88,105.43,8.0,334.8,1104,3066,3A/B - warm,33.8,3.5590000000000006,8.41263440860214,10.122916666666667,13.773521505376337,18.131805555555555,22.972715053763448,24.21013888888889,26.906720430107534,26.382258064516154,23.52277777777777,18.38212365591397,13.74777777777777,9.281854838709682
576060,Tongzi,Guizhou,CHN,28.13,106.83,8.0,972.0,1706,2318,3C - warm marine,30.4,0.1,4.933870967741934,6.887351190476194,10.57244623655914,16.0315277777778,18.094892473118318,21.977499999999985,24.543413978494648,24.248252688172062,20.113055555555576,15.995161290322558,11.744166666666665,6.17809139784946
576330,Youyang,Chongqing,CHN,28.83,108.77,8.0,664.1,1779,2414,3C - warm marine,31.699999999999996,-1.2409999999999997,5.025268817204299,5.535416666666662,9.936962365591405,15.040555555555558,19.356182795698942,22.71847222222222,25.505376344085967,25.431048387096766,20.698749999999986,16.155510752688176,11.16861111111111,5.905779569892473
576490,Jishou,Hunan,CHN,28.32,109.73,8.0,208.4,1472,2933,3A/B - warm,34.2,0.9000000000000001,5.990456989247304,7.92306547619048,10.99771505376344,16.79027777777775,21.50779569892475,24.754305555555547,28.067338709677426,27.09314516129035,24.033333333333328,18.33508064516129,12.48069444444444,7.579032258064516
576620,Changde,Hunan,CHN,29.05,111.68,8.0,35.0,1585,2999,3A/B - warm,35.14099999999999,0.9000000000000001,5.665591397849462,6.24419642857143,10.183198924731176,16.610694444444448,21.74731182795697,25.4525,29.027688172043042,28.223924731182812,23.722222222222253,18.3760752688172,12.54472222222221,6.588172043010756
576870,Changsha,Hunan,CHN,28.22,112.92,8.0,68.0,1551,2949,3A/B - warm,34.5,0.1,5.540994623655908,6.943154761904767,10.091532258064523,16.445694444444445,21.468413978494628,25.554583333333333,28.540591397849465,27.34126344086018,23.290277777777803,18.468548387096746,13.382083333333327,7.017338709677422
577070,Bijie,Guizhou,CHN,27.3,105.28,8.0,1510.6,2189,1801,4A/B - mixed,28.800000000000004,-1.8000000000000003,2.0618279569892466,3.9526785714285686,8.72701612903226,13.759722222222225,16.618682795698934,19.616805555555562,21.424327956989274,21.241129032258087,18.092777777777783,14.27822580645161,10.261111111111118,4.770833333333333
577130,Zunyi,Guizhou,CHN,27.7,106.88,8.0,843.9,1697,2459,3C - warm marine,31.240999999999985,-1.4,4.328494623655908,6.148363095238094,10.49986559139784,15.078888888888896,19.995698924731197,23.026388888888896,25.212634408602156,23.695698924731214,21.04944444444445,16.556317204301088,12.321805555555557,6.541532258064522
577450,Zhijiang,Hunan,CHN,27.45,109.68,8.0,272.2,1573,2879,3A/B - warm,34.5,-0.34099999999999964,5.708333333333332,7.563839285714284,10.211693548387096,16.854583333333302,21.185887096774188,24.322083333333325,27.78077956989249,27.020161290322587,23.840972222222238,17.762499999999996,12.075138888888882,7.04677419354838
577800,Zhuzhou,Hunan,CHN,27.87,113.17,8.0,74.6,1429,3233,3A/B - warm,34.9,0.8,5.953494623655916,7.9831845238095305,10.746774193548388,17.452083333333366,23.25752688172041,26.571944444444444,29.654032258064515,28.754435483870996,23.64124999999997,18.89932795698922,13.48194444444445,8.27809139784946
577930,Yichun,Jiangxi,CHN,27.8,114.38,8.0,131.3,1479,3005,3A/B - warm,34.7,-0.3,6.383467741935487,7.495833333333325,10.909139784946246,18.101527777777765,21.294220430107522,25.52152777777781,28.29865591397853,27.679032258064513,23.47333333333337,18.646102150537633,12.112083333333334,7.069489247311829
577990,Jian,Jiangxi,CHN,27.05,114.92,8.0,71.2,1231,3406,3A/B - warm,35.0,2.5,6.254435483870975,9.347619047619048,12.393817204301078,19.27125000000002,22.483064516129023,26.39680555555552,29.660752688172003,28.49005376344086,24.706249999999994,20.53037634408601,14.24208333333334,9.26370967741935
578160,GUIYANG,-,CHN,26.58,106.72,8.0,1074.0,1646,2415,3C - warm marine,29.740999999999985,0.0,4.970698924731183,7.063095238095237,11.078225806451611,15.887777777777776,20.046639784946212,22.681527777777802,24.168279569892473,23.164516129032265,19.857083333333335,16.596639784946237,11.569305555555568,7.848521505376343
578320,Sansui,Guizhou,CHN,26.97,108.67,8.0,626.9,1747,2417,3C - warm marine,32.0,-1.2,4.761021505376346,6.483184523809525,10.416263440860218,16.327361111111106,19.30712365591398,22.87680555555557,25.24005376344087,24.99018817204299,21.31458333333332,15.839112903225798,10.664027777777777,6.073118279569888
578530,Wugang,Hunan,CHN,26.73,110.63,8.0,341.0,1569,2860,3A/B - warm,33.9,0.8,4.747849462365592,7.335267857142857,9.66048387096775,17.406944444444456,20.73723118279569,25.06847222222224,27.85873655913977,26.52836021505378,23.803472222222236,18.127150537634456,12.163055555555573,7.352150537634406
